ID_produit,Nom_produit,Quantite_vendue,Prix_unitaire,Date_vente,Montant_total,Montant_normalise,Segment,Resultat_test
40,Chemise,14.1,40.0,2023-11-14,564.0,0.2811183987670228,Premium,
67,Robe,10.830860033726813,67.5,23/04/2024,731.0830522765599,0.36661375017093645,Premium,
26,Cravate,10.830860033726813,79.55,01/01/2025,861.5949156829679,0.43339585327640984,Premium,
20,Chaussures,6.2,96.25,2024-09-25,596.75,0.297876368652823,Premium,
32,Chaussures,10.830860033726813,58.65,2024-04-30,635.2299409780776,0.317566313450319,Premium,
4,Montre,18.2,19.53,2024-11-11,355.446,0.17440262314677324,Standard,
55,Lunettes de soleil,10.830860033726813,54.26479222881814,13/06/2023,587.7343693895957,0.29326312693463513,Premium,
60,Pantalon,10.830860033726813,52.35,2025-01-29,566.9955227655987,0.28265118900513375,Premium,
79,Robe,10.830860033726813,54.26479222881814,24/02/2024,587.7343693895957,0.29326312693463513,Premium,
59,Montre,10.830860033726813,54.26479222881814,20/04/2024,587.7343693895957,0.29326312693463513,Premium,
14,Pull,11.6,54.26479222881814,06/04/2024,629.4715898542904,0.3146198012449972,Premium,
76,Lunettes de soleil,5.5,54.26479222881814,01/11/2024,298.45635725849974,0.14524137988373284,Standard,
44,Cravate,4.3,54.26479222881814,2023-10-01,233.338606583918,0.11192103469791037,Standard,
76,Montre,7.2,83.98,06/09/2024,604.6560000000001,0.30192181933731577,Premium,
52,Pantalon,10.830860033726813,39.47,2025-03-28,427.4940455311973,0.2112691568060882,Standard,
28,Chaussures,17.9,78.14,02/11/2024,1398.706,0.7082322311791368,Premium,
69,Robe,10.830860033726813,54.26479222881814,11/06/2024,587.7343693895957,0.29326312693463513,Premium,
73,Robe,10.830860033726813,54.26479222881814,2025-04-30,587.7343693895957,0.29326312693463513,Premium,
75,Chemise,10.830860033726813,54.26479222881814,2023-09-10,587.7343693895957,0.29326312693463513,Premium,
48,Chemise,10.830860033726813,54.26479222881814,2024-05-14,587.7343693895957,0.29326312693463513,Premium,
31,Lunettes de soleil,10.830860033726813,54.26479222881814,12/05/2024,587.7343693895957,0.29326312693463513,Premium,
50,Pull,17.0,35.96,2023-05-29,611.32,0.3053317464004905,Premium,
24,Montre,10.830860033726813,44.62,2024-10-29,483.2729747048904,0.23981088551921587,Standard,
55,Chemise,12.0,54.26479222881814,18/07/2023,651.1775067458177,0.32572658297360474,Premium,
70,Pull,1.6,54.26479222881814,2024-04-29,86.82366756610902,0.036950258029809765,Basique,
75,Montre,19.3,54.26479222881814,09/01/2024,1047.31049001619,0.5284253495206914,Premium,
82,Robe,10.830860033726813,58.15,02/12/2023,629.8145109612142,0.31479527182768524,Premium,
59,Montre,10.830860033726813,54.26479222881814,08/03/2025,587.7343693895957,0.29326312693463513,Premium,
22,Chemise,10.830860033726813,54.26479222881814,2024-01-11,587.7343693895957,0.29326312693463513,Premium,
80,Chemise,6.4,21.41,12/08/2023,137.024,0.06263745373009384,Basique,
15,Chaussures,18.3,54.26479222881814,2024-08-08,993.045697787372,0.5006583951991728,Premium,
34,Cravate,10.2,40.86,2024-08-10,416.772,0.20578275326025666,Standard,
57,Chaussures,10.830860033726813,54.26479222881814,2023-06-08,587.7343693895957,0.29326312693463513,Premium,
7,Chaussures,10.830860033726813,37.12,24/03/2024,402.04152445193927,0.19824526117970956,Standard,
88,Lunettes de soleil,10.0,54.26479222881814,2023-12-21,542.6479222881813,0.2701926743305672,Premium,
37,Montre,10.830860033726813,96.56,2024-08-03,1045.8278448566612,0.5276666892784101,Premium,
69,Pull,10.830860033726813,54.26479222881814,15/01/2025,587.7343693895957,0.29326312693463513,Premium,
35,Robe,10.830860033726813,54.26479222881814,29/06/2023,587.7343693895957,0.29326312693463513,Premium,
99,Cravate,15.0,56.8,04/09/2024,852.0,0.42848619501467033,Premium,
14,Montre,10.830860033726813,32.67,2025-02-26,353.844197301855,0.1735829907382692,Standard,
16,Pantalon,17.3,43.84,2025-01-13,758.4320000000001,0.38060803543376803,Premium,
59,Robe,10.830860033726813,33.16,19/02/2024,359.15131871838105,0.17629861152845022,Standard,
100,Chemise,10.830860033726813,54.26479222881814,27/09/2024,587.7343693895957,0.29326312693463513,Premium,
63,Pantalon,10.830860033726813,29.65,29/10/2024,321.135,0.1568458993375613,Standard,
92,Robe,3.0,54.26479222881814,01/12/2024,162.79437668645443,0.07582399407993601,Basique,
3,Montre,3.8,54.26479222881814,15/10/2024,206.2062104695089,0.09803755753715099,Standard,
20,Pull,18.2,54.26479222881814,03/03/2025,987.6192185644901,0.4978816997670209,Premium,
56,Lunettes de soleil,17.0,58.61,20/09/2024,996.37,0.5023594198211734,Premium,
89,Montre,10.830860033726813,54.26479222881814,22/04/2025,587.7343693895957,0.29326312693463513,Premium,
8,Pantalon,10.830860033726813,54.26479222881814,05/10/2024,587.7343693895957,0.29326312693463513,Premium,
83,Cravate,4.4,97.08,16/01/2024,427.15200000000004,0.21109413425001566,Standard,
25,Chaussures,1.7,74.78,14/08/2024,127.126,0.05757270912155491,Basique,
50,Pantalon,10.830860033726813,54.26479222881814,2024-02-29,587.7343693895957,0.29326312693463513,Premium,
86,Montre,18.9,76.69,2025-04-27,1449.4409999999998,0.7341930129243605,Premium,
5,Chaussures,10.3,52.41,2024-01-30,539.823,0.268747179288275,Premium,
90,Chaussures,1.3,91.42,05/10/2023,118.846,0.05333588497943504,Basique,
79,Chaussures,16.9,83.6,2023-10-24,1412.8399999999997,0.7154645104574848,Premium,
64,Cravate,2.2,54.26479222881814,13/07/2024,119.38254290339991,0.05361043062272101,Basique,
16,Chaussures,7.1,78.78,01/03/2024,559.338,0.278732882565264,Premium,
22,Montre,5.6,54.26479222881814,2025-04-30,303.88283648138156,0.1480180753158847,Standard,
84,Robe,10.830860033726813,72.31,2023-12-07,783.1794890387858,0.3932711705806731,Premium,
47,Cravate,9.8,34.88,2024-02-09,341.82400000000007,0.1674323310617543,Standard,
20,Montre,10.5,70.31,2023-08-19,738.255,0.37028359090290414,Premium,
83,Pull,10.830860033726813,54.26479222881814,2023-07-19,587.7343693895957,0.29326312693463513,Premium,
14,Chemise,18.6,24.22,13/11/2023,450.492,0.22303706607091875,Standard,
66,Pantalon,2.3,54.26479222881814,28/10/2024,124.8090221262817,0.05638712605487287,Basique,
26,Pull,5.4,39.35,2024-12-04,212.49,0.10125293328434722,Standard,
95,Lunettes de soleil,10.830860033726813,90.22,08/03/2025,977.1601922428331,0.4925298815034142,Premium,
75,Montre,10.830860033726813,54.26479222881814,2025-02-04,587.7343693895957,0.29326312693463513,Premium,
50,Pull,3.6,54.26479222881814,2024-03-01,195.3532520237453,0.09248416667284726,Basique,
43,Chaussures,1.6,35.25,23/03/2024,56.400000000000006,0.021382657880544078,Basique,
21,Chaussures,12.0,54.26479222881814,2024-07-11,651.1775067458177,0.32572658297360474,Premium,
1,Lunettes de soleil,19.6,99.21,11/12/2023,1944.516,0.9875197897552775,Premium,
68,Lunettes de soleil,10.1,50.72,2024-08-18,512.2719999999999,0.254649505140987,Premium,
72,Chemise,10.830860033726813,95.49,28/09/2024,1034.2388246205733,0.5217366602059739,Premium,
38,Cravate,13.3,54.26479222881814,2025-05-21,721.7217366432812,0.36182362359157905,Premium,
91,Montre,17.3,54.26479222881814,2023-08-14,938.7809055585539,0.47289144087765406,Premium,
10,Lunettes de soleil,10.830860033726813,54.26479222881814,14/09/2024,587.7343693895957,0.29326312693463513,Premium,
43,Chemise,10.830860033726813,89.92,01/05/2025,973.910934232715,0.49086725652983393,Premium,
88,Lunettes de soleil,6.3,54.26479222881814,27/04/2025,341.86819104155427,0.16745494334094782,Standard,
89,Pantalon,10.830860033726813,54.26479222881814,2024-10-07,587.7343693895957,0.29326312693463513,Premium,
37,Pantalon,10.830860033726813,20.08,07/09/2023,217.48366947723437,0.10380816268035127,Standard,
20,Cravate,10.9,36.39,19/06/2023,396.651,0.19548696357866321,Standard,
45,Lunettes de soleil,9.4,36.24,2024-01-13,340.656,0.16683467277697217,Standard,
30,Pull,10.830860033726813,54.26479222881814,05/08/2023,587.7343693895957,0.29326312693463513,Premium,
76,Montre,9.7,54.26479222881814,2023-11-20,526.3684846195359,0.26186258803411155,Premium,
34,Cravate,10.830860033726813,79.28,2024-07-12,858.6705834738617,0.43189949080018764,Premium,
69,Robe,4.5,85.54,2024-03-05,384.93,0.18948940128762615,Standard,
31,Pantalon,10.830860033726813,54.26479222881814,12/11/2024,587.7343693895957,0.29326312693463513,Premium,
48,Chaussures,4.9,54.26479222881814,2024-07-14,265.8974819212089,0.12858120729082162,Standard,
48,Montre,11.3,58.03,2024-08-20,655.739,0.32806067050300525,Premium,
52,Montre,10.830860033726813,93.5,2024-12-06,1012.685413153457,0.5107079145478916,Premium,
78,Chemise,10.830860033726813,54.26479222881814,06/11/2023,587.7343693895957,0.29326312693463513,Premium,
12,Cravate,10.830860033726813,54.26479222881814,16/03/2025,587.7343693895957,0.29326312693463513,Premium,
37,Chaussures,10.830860033726813,54.26479222881814,2024-02-27,587.7343693895957,0.29326312693463513,Premium,
76,Pantalon,10.830860033726813,54.26479222881814,2024-11-04,587.7343693895957,0.29326312693463513,Premium,
76,Lunettes de soleil,10.830860033726813,54.26479222881814,21/04/2025,587.7343693895957,0.29326312693463513,Premium,
23,Montre,14.5,54.26479222881814,24/02/2024,786.839487317863,0.39514396877740154,Premium,
71,Montre,10.830860033726813,54.26479222881814,26/03/2024,587.7343693895957,0.29326312693463513,Premium,
8,Chaussures,7.1,42.16,27/08/2024,299.33599999999996,0.14569148756533049,Standard,
42,Pull,10.830860033726813,54.26479222881814,2023-11-27,587.7343693895957,0.29326312693463513,Premium,
69,Pull,16.6,54.26479222881814,02/08/2024,900.7955509983811,0.45345457285259094,Premium,
29,Cravate,16.1,47.56,2025-02-24,765.7160000000001,0.3843352126138648,Premium,
17,Chemise,10.830860033726813,72.19,29/10/2023,781.8797858347386,0.39260612059124106,Premium,
77,Pull,10.830860033726813,12.59,2024-08-19,136.36052782462056,0.06229795917329767,Basique,
17,Chaussures,10.830860033726813,21.28,2025-02-11,230.4807015177066,0.11045866257467231,Standard,
55,Pantalon,10.830860033726813,78.16,2023-11-18,846.5400202360877,0.425692357565488,Premium,
14,Chemise,16.1,54.26479222881814,2025-01-12,873.6631548839721,0.43957109569183156,Premium,
45,Pull,4.1,55.44,2023-12-23,227.30399999999997,0.10883316430383556,Standard,
1,Pantalon,10.830860033726813,42.98,02/12/2023,465.5103642495784,0.23072186899697714,Standard,
87,Pantalon,10.830860033726813,54.26479222881814,2025-01-31,587.7343693895957,0.29326312693463513,Premium,
18,Montre,10.830860033726813,60.14,2025-03-24,651.3679224283305,0.3258240174857676,Premium,
57,Cravate,10.830860033726813,54.26479222881814,2024-02-24,587.7343693895957,0.29326312693463513,Premium,
14,Lunettes de soleil,9.3,54.26479222881814,28/01/2024,504.6625677280087,0.2507558063055041,Premium,
89,Pantalon,15.1,15.82,04/10/2023,238.882,0.1147575543904858,Standard,
99,Robe,10.830860033726813,54.26479222881814,18/12/2024,587.7343693895957,0.29326312693463513,Premium,
66,Robe,10.830860033726813,54.26479222881814,03/07/2024,587.7343693895957,0.29326312693463513,Premium,
64,Cravate,12.9,12.68,2023-08-18,163.572,0.07622189905919992,Basique,
64,Chemise,10.830860033726813,54.26479222881814,2023-07-10,587.7343693895957,0.29326312693463513,Premium,
39,Pantalon,10.830860033726813,81.35,15/01/2025,881.0904637436762,0.44337160311789137,Premium,
85,Montre,10.830860033726813,58.82,2024-02-27,637.0711871838112,0.3185084676020145,Premium,
56,Pantalon,10.830860033726813,54.26479222881814,14/08/2023,587.7343693895957,0.29326312693463513,Premium,
5,Chemise,10.830860033726813,89.62,16/06/2024,970.6616762225971,0.4892046315562537,Premium,
8,Lunettes de soleil,10.830860033726813,54.26479222881814,26/04/2025,587.7343693895957,0.29326312693463513,Premium,
42,Chemise,1.5,54.26479222881814,14/10/2024,81.39718834322721,0.03417356259765789,Basique,
95,Chemise,10.830860033726813,54.26479222881814,11/01/2024,587.7343693895957,0.29326312693463513,Premium,
42,Chemise,10.830860033726813,54.26479222881814,10/03/2025,587.7343693895957,0.29326312693463513,Premium,
3,Montre,10.830860033726813,54.26479222881814,17/04/2024,587.7343693895957,0.29326312693463513,Premium,
74,Pantalon,16.4,72.18,13/08/2023,1183.752,0.598241615642273,Premium,
64,Pull,10.830860033726813,54.26479222881814,2024-06-05,587.7343693895957,0.29326312693463513,Premium,
64,Pantalon,17.0,35.86,30/04/2024,609.62,0.3044618670476398,Premium,
44,Robe,10.830860033726813,54.26479222881814,2023-07-23,587.7343693895957,0.29326312693463513,Premium,
84,Robe,10.830860033726813,54.26479222881814,2024-09-05,587.7343693895957,0.29326312693463513,Premium,
54,Lunettes de soleil,10.830860033726813,70.44,2023-07-12,762.9257807757167,0.38290747491202287,Premium,
81,Chaussures,12.0,54.26479222881814,17/09/2024,651.1775067458177,0.32572658297360474,Premium,
82,Lunettes de soleil,18.8,54.26479222881814,18/08/2024,1020.178093901781,0.5145418723599322,Premium,
19,Cravate,10.830860033726813,54.26479222881814,25/11/2024,587.7343693895957,0.29326312693463513,Premium,
9,Cravate,10.830860033726813,84.13,12/03/2024,911.2002546374367,0.458778594539735,Premium,
88,Cravate,8.7,23.5,2024-08-28,204.45,0.09713891563910038,Standard,
40,Montre,10.830860033726813,47.98,2024-01-06,519.6646644182124,0.25843228522331463,Premium,
71,Chaussures,13.2,54.26479222881814,2024-04-20,716.2952574203994,0.3590469281594271,Premium,
8,Pantalon,10.830860033726813,54.26479222881814,17/11/2024,587.7343693895957,0.29326312693463513,Premium,
86,Robe,10.4,31.43,08/10/2024,326.872,0.15978148630656394,Standard,
43,Lunettes de soleil,16.3,94.2,2025-04-02,1535.46,0.7782083964848688,Premium,
8,Montre,11.1,54.26479222881814,05/11/2023,602.3391937398814,0.30073632408423784,Premium,
88,Cravate,19.3,54.26479222881814,06/05/2024,1047.31049001619,0.5284253495206914,Premium,
3,Chemise,17.0,72.16,15/11/2023,1226.72,0.6202280721324428,Premium,
31,Montre,10.830860033726813,54.26479222881814,08/05/2024,587.7343693895957,0.29326312693463513,Premium,
53,Chemise,6.2,54.26479222881814,03/08/2023,336.44171181867245,0.16467824790879595,Standard,
95,Lunettes de soleil,10.830860033726813,74.56,2024-01-19,807.5489241146712,0.405740857882525,Premium,
90,Robe,10.830860033726813,54.26479222881814,19/10/2024,587.7343693895957,0.29326312693463513,Premium,
89,Chemise,15.5,66.71,2023-12-05,1034.0049999999999,0.5216170136120768,Premium,
52,Cravate,10.830860033726813,61.82,2023-09-17,669.5637672849916,0.335134717337817,Premium,
32,Chaussures,10.830860033726813,54.26479222881814,24/05/2024,587.7343693895957,0.29326312693463513,Premium,
62,Chaussures,10.830860033726813,81.96,2023-07-13,887.6972883642495,0.44675227389750455,Premium,
54,Pull,10.830860033726813,95.03,2025-02-26,1029.256629005059,0.5191873019131509,Premium,
3,Cravate,10.830860033726813,27.84,2023-08-02,301.53114333895445,0.1468147286636271,Standard,
52,Lunettes de soleil,12.4,54.26479222881814,2023-08-05,672.8834236373449,0.3368333647022122,Premium,
64,Pantalon,5.3,54.26479222881814,31/08/2023,287.60339881273615,0.1396879890194291,Standard,
96,Montre,10.830860033726813,87.07,07/07/2023,943.0429831365935,0.4750723192808215,Premium,
94,Cravate,10.830860033726813,81.32,31/07/2024,880.7655379426643,0.4432053406205333,Premium,
34,Cravate,12.7,54.26479222881814,2024-07-31,689.1628613059903,0.3451634509986678,Premium,
28,Lunettes de soleil,10.830860033726813,16.58,2024-04-05,179.57565935919052,0.08441087132191501,Basique,
43,Cravate,10.830860033726813,99.71,2025-03-30,1079.9450539629004,0.5451242515010026,Premium,
6,Chaussures,10.830860033726813,54.26479222881814,2024-04-14,587.7343693895957,0.29326312693463513,Premium,
12,Pull,10.830860033726813,22.76,02/12/2024,246.5103743676223,0.11866094577766823,Standard,
6,Chaussures,10.830860033726813,54.26479222881814,31/12/2023,587.7343693895957,0.29326312693463513,Premium,
63,Chaussures,10.830860033726813,14.79,2024-02-19,160.18841989881955,0.07449054231288618,Basique,
30,Chaussures,10.830860033726813,54.26479222881814,19/06/2024,587.7343693895957,0.29326312693463513,Premium,
15,Montre,10.830860033726813,54.26479222881814,19/09/2023,587.7343693895957,0.29326312693463513,Premium,
64,Pantalon,17.1,21.13,2024-10-13,361.32300000000004,0.1774098472389518,Standard,
13,Pull,1.5,45.48,27/07/2024,68.22,0.027430877851541278,Basique,
85,Chemise,7.3,54.26479222881814,24/12/2023,396.1329832703724,0.19522189766246656,Standard,
94,Chaussures,5.0,54.26479222881814,13/11/2023,271.3239611440907,0.13135790272297346,Standard,
8,Pantalon,10.830860033726813,54.26479222881814,2025-02-06,587.7343693895957,0.29326312693463513,Premium,
31,Lunettes de soleil,2.7,54.26479222881814,30/07/2024,146.51493901780898,0.06749390778348038,Basique,
78,Chaussures,7.8,84.88,09/09/2024,662.064,0.3312971333893468,Premium,
58,Lunettes de soleil,10.830860033726813,54.26479222881814,02/10/2024,587.7343693895957,0.29326312693463513,Premium,
79,Chaussures,10.830860033726813,54.26479222881814,11/06/2023,587.7343693895957,0.29326312693463513,Premium,
87,Cravate,13.3,93.76,12/05/2025,1247.008,0.6306093146681104,Premium,
39,Cravate,10.830860033726813,61.17,2024-11-10,662.5237082630691,0.3315323632283931,Premium,
66,Pantalon,10.830860033726813,54.26479222881814,09/10/2023,587.7343693895957,0.29326312693463513,Premium,
33,Pantalon,15.6,54.26479222881814,2023-12-20,846.5307587695629,0.4256876185310721,Premium,
24,Lunettes de soleil,10.830860033726813,54.26479222881814,16/01/2024,587.7343693895957,0.29326312693463513,Premium,
76,Montre,10.830860033726813,54.26479222881814,09/02/2024,587.7343693895957,0.29326312693463513,Premium,
24,Cravate,10.830860033726813,88.45,26/05/2023,957.9895699831367,0.4827203941592907,Premium,
69,Chemise,1.1,54.26479222881814,27/03/2025,59.691271451699954,0.02306678086905039,Basique,
87,Lunettes de soleil,16.3,21.26,2024-10-13,346.53800000000007,0.1698444553378356,Standard,
15,Chemise,14.2,87.31,09/09/2023,1239.802,0.6269220495994974,Premium,
84,Chaussures,10.830860033726813,85.79,2024-12-17,929.1794822934233,0.46797845272687916,Premium,
39,Montre,10.830860033726813,11.96,2023-06-14,129.53708600337268,0.05880644672877914,Basique,
32,Cravate,10.830860033726813,14.58,2023-11-05,157.91393929173694,0.07332670483138001,Basique,
81,Lunettes de soleil,10.830860033726813,54.26479222881814,2024-04-12,587.7343693895957,0.29326312693463513,Premium,
3,Lunettes de soleil,12.0,54.26479222881814,19/01/2024,651.1775067458177,0.32572658297360474,Premium,
15,Montre,10.830860033726813,54.26479222881814,2024-12-02,587.7343693895957,0.29326312693463513,Premium,
27,Robe,14.1,70.04,2023-09-19,987.5640000000001,0.4978534447734068,Premium,
26,Chaussures,12.5,54.26479222881814,12/09/2024,678.3099028602268,0.33961006013436407,Premium,
31,Cravate,11.6,54.26479222881814,26/10/2024,629.4715898542904,0.3146198012449972,Premium,
87,Chaussures,4.3,54.26479222881814,19/12/2023,233.338606583918,0.11192103469791037,Standard,
15,Cravate,3.3,54.26479222881814,17/10/2024,179.07381435509984,0.08415408037639162,Basique,
6,Pantalon,4.2,54.26479222881814,2024-04-07,227.9121273610362,0.1091443392657585,Standard,
94,Robe,10.830860033726813,75.93,2023-11-05,822.3872023608769,0.4133335119285415,Premium,
83,Pull,7.4,21.07,18/08/2023,155.918,0.0723053951964239,Basique,
54,Chemise,10.830860033726813,40.72,2024-02-14,441.0326205733558,0.2181967608626726,Standard,
35,Pull,10.830860033726813,42.46,2023-08-16,459.87831703204046,0.22783998570943806,Standard,
97,Lunettes de soleil,16.0,54.26479222881814,29/10/2024,868.2366756610902,0.43679440025967964,Premium,
67,Pantalon,10.830860033726813,46.15,21/10/2024,499.8441905564924,0.24829027288447514,Standard,
92,Robe,10.830860033726813,54.26479222881814,24/03/2024,587.7343693895957,0.29326312693463513,Premium,
27,Montre,10.830860033726813,54.26479222881814,2023-05-27,587.7343693895957,0.29326312693463513,Premium,
5,Pull,8.4,54.26479222881814,2024-01-11,455.8242547220724,0.22576554741613722,Standard,
12,Robe,10.9,54.26479222881814,2025-01-07,591.4862352941177,0.29518293321993405,Premium,
100,Robe,14.8,54.26479222881814,06/12/2023,803.1189249865084,0.40347405507385714,Premium,
81,Pull,3.4,50.39,31/01/2024,171.326,0.08018957229567303,Basique,
92,Chaussures,14.6,19.47,22/12/2024,284.262,0.13797821617422967,Standard,
59,Pantalon,10.830860033726813,84.56,2024-04-20,915.8575244519393,0.4611616903352001,Premium,
8,Lunettes de soleil,10.830860033726813,29.33,12/03/2024,317.6691247892074,0.1550724326990757,Standard,
55,Montre,10.830860033726813,54.26479222881814,2023-11-16,587.7343693895957,0.29326312693463513,Premium,
28,Montre,10.0,54.26479222881814,2024-10-21,542.6479222881813,0.2701926743305672,Premium,
20,Pantalon,10.830860033726813,54.26479222881814,2024-03-25,587.7343693895957,0.29326312693463513,Premium,
19,Chaussures,10.830860033726813,54.26479222881814,23/06/2023,587.7343693895957,0.29326312693463513,Premium,
28,Chaussures,10.830860033726813,54.26479222881814,2024-04-24,587.7343693895957,0.29326312693463513,Premium,
6,Lunettes de soleil,10.830860033726813,54.26479222881814,06/05/2025,587.7343693895957,0.29326312693463513,Premium,
61,Chaussures,10.830860033726813,54.26479222881814,2023-07-21,587.7343693895957,0.29326312693463513,Premium,
94,Pull,10.830860033726813,54.26479222881814,11/08/2024,587.7343693895957,0.29326312693463513,Premium,
70,Chemise,10.830860033726813,76.23,2024-04-19,825.636460370995,0.4149961369021218,Premium,
72,Pantalon,4.7,96.16,10/04/2024,451.952,0.2237841389268964,Standard,
65,Chemise,3.3,54.26479222881814,2024-01-01,179.07381435509984,0.08415408037639162,Basique,
32,Montre,10.830860033726813,46.16,07/06/2023,499.9524991568296,0.2483456937169278,Standard,
3,Pull,10.830860033726813,54.26479222881814,02/10/2023,587.7343693895957,0.29326312693463513,Premium,
33,Pantalon,3.2,54.26479222881814,2025-02-02,173.64733513221805,0.08137738494423975,Basique,
22,Chemise,10.830860033726813,26.33,05/05/2025,285.176544688027,0.13844618296327318,Standard,
50,Pantalon,10.830860033726813,54.26479222881814,29/07/2023,587.7343693895957,0.29326312693463513,Premium,
16,Chemise,4.8,54.26479222881814,2024-04-25,260.471002698327,0.12580451185866973,Standard,
35,Chemise,10.830860033726813,15.89,26/11/2023,172.10236593591907,0.08058683388268045,Basique,
82,Cravate,18.4,34.22,2024-04-24,629.6479999999999,0.31471006921169487,Premium,
98,Chaussures,10.830860033726813,50.14,2024-03-28,543.0593220910624,0.2704031850330925,Premium,
48,Chaussures,10.830860033726813,54.26479222881814,2023-07-22,587.7343693895957,0.29326312693463513,Premium,
1,Montre,10.830860033726813,68.78,2025-03-28,744.9465531197302,0.37370761672487884,Premium,
8,Montre,10.830860033726813,54.26479222881814,09/02/2024,587.7343693895957,0.29326312693463513,Premium,
81,Cravate,10.830860033726813,14.09,04/02/2024,152.6068178752108,0.07061108404119894,Basique,
12,Lunettes de soleil,14.3,54.26479222881814,29/09/2023,775.9865288720994,0.3895905779130978,Premium,
27,Pull,10.830860033726813,54.26479222881814,21/06/2024,587.7343693895957,0.29326312693463513,Premium,
32,Pull,10.830860033726813,54.26479222881814,2024-09-24,587.7343693895957,0.29326312693463513,Premium,
89,Chaussures,13.3,64.79,2024-07-07,861.7070000000001,0.4334532061194479,Premium,
84,Pantalon,10.830860033726813,54.26479222881814,17/02/2024,587.7343693895957,0.29326312693463513,Premium,
77,Pull,8.3,54.26479222881814,2024-02-18,450.3977754991906,0.22298885198398533,Standard,
57,Chemise,5.2,54.26479222881814,2025-02-16,282.1769195898543,0.13691129358727722,Standard,
12,Robe,16.4,54.26479222881814,13/09/2023,889.9425925526174,0.4479011819882871,Premium,
5,Robe,10.4,54.26479222881814,2023-11-21,564.3538391797086,0.2812994560591747,Premium,
36,Montre,4.2,69.39,2023-09-12,291.438,0.14165013043073357,Standard,
72,Montre,10.830860033726813,67.69,31/12/2024,733.140915682968,0.36766674598753724,Premium,
29,Chemise,10.830860033726813,54.26479222881814,2023-10-06,587.7343693895957,0.29326312693463513,Premium,
55,Pantalon,18.4,54.26479222881814,2024-05-16,998.4721770102536,0.5034350906313246,Premium,
81,Pantalon,10.830860033726813,54.26479222881814,01/01/2025,587.7343693895957,0.29326312693463513,Premium,
16,Pantalon,19.5,43.97,2025-04-06,857.415,0.4312570166003683,Premium,
7,Robe,10.830860033726813,54.26479222881814,2024-09-18,587.7343693895957,0.29326312693463513,Premium,
77,Chemise,10.830860033726813,81.56,20/09/2024,883.3649443507588,0.44453544059939754,Premium,
84,Chemise,10.830860033726813,62.9,2024-01-22,681.2610961214165,0.3411201672427059,Premium,
66,Robe,10.830860033726813,54.26479222881814,2024-05-20,587.7343693895957,0.29326312693463513,Premium,
44,Robe,8.0,56.59,2024-08-23,452.72,0.22417711971689014,Standard,
31,Chemise,9.0,97.89,2024-02-19,881.01,0.443330430324199,Premium,
73,Pull,10.830860033726813,39.58,07/05/2024,428.68544013490725,0.21187878596306764,Standard,
6,Montre,5.2,67.49,05/07/2023,350.948,0.17210102471787767,Standard,
80,Cravate,10.830860033726813,54.26479222881814,2024-03-03,587.7343693895957,0.29326312693463513,Premium,
52,Chaussures,16.7,42.65,20/07/2023,712.255,0.3569795537416582,Premium,
4,Pantalon,10.830860033726813,54.26479222881814,2024-10-03,587.7343693895957,0.29326312693463513,Premium,
23,Pull,17.1,26.07,2024-09-10,445.797,0.22063466397583992,Standard,
34,Pantalon,1.4,44.1,15/03/2024,61.739999999999995,0.024115102435969205,Basique,
80,Lunettes de soleil,17.7,20.66,2024-07-25,365.68199999999996,0.17964032023840834,Standard,
25,Lunettes de soleil,10.830860033726813,63.96,2024-12-15,692.741807757167,0.3469947754826895,Premium,
98,Cravate,10.830860033726813,54.26479222881814,2023-06-22,587.7343693895957,0.29326312693463513,Premium,
7,Robe,10.830860033726813,28.83,09/02/2025,312.253694772344,0.15230139107644194,Standard,
85,Pantalon,10.830860033726813,54.26479222881814,09/10/2024,587.7343693895957,0.29326312693463513,Premium,
64,Montre,10.830860033726813,67.43,2024-09-02,730.324892074199,0.3662258043437677,Premium,
29,Cravate,9.6,54.26479222881814,16/09/2023,520.942005396654,0.25908589260195963,Premium,
49,Chaussures,10.830860033726813,32.91,2023-07-09,356.4436037099494,0.17491309071713337,Standard,
97,Pantalon,10.830860033726813,30.72,09/02/2025,332.72402023608765,0.16277592840999752,Standard,
66,Pull,10.830860033726813,54.26479222881814,02/03/2025,587.7343693895957,0.29326312693463513,Premium,
10,Pull,10.830860033726813,85.83,16/06/2024,929.6127166947723,0.4682001360566898,Premium,
30,Pantalon,10.830860033726813,13.45,03/10/2023,145.67506745362562,0.06706415076422771,Basique,
95,Robe,10.830860033726813,54.26479222881814,26/04/2024,587.7343693895957,0.29326312693463513,Premium,
52,Chemise,10.0,87.89,2024-04-27,878.9,0.4422507565391902,Premium,
93,Cravate,10.830860033726813,54.26479222881814,06/09/2024,587.7343693895957,0.29326312693463513,Premium,
11,Pull,10.830860033726813,54.26479222881814,2023-09-22,587.7343693895957,0.29326312693463513,Premium,
57,Montre,17.2,43.72,03/05/2025,751.9839999999999,0.37730863421777894,Premium,
95,Chemise,10.830860033726813,54.26479222881814,17/03/2024,587.7343693895957,0.29326312693463513,Premium,
5,Chaussures,10.830860033726813,54.26479222881814,30/10/2024,587.7343693895957,0.29326312693463513,Premium,
27,Lunettes de soleil,10.830860033726813,26.95,01/07/2023,291.8916779089376,0.14188227457533903,Standard,
71,Chaussures,10.830860033726813,12.42,2024-10-05,134.51928161888702,0.0613558050216022,Basique,
